Gene	Connectivity.score	Relevance.score	Localisation.score	TS.score	Fc.score
PRPF6	338	1	1.04033906806094	0.459312839059675	-0.152814462235271
PSMA1	378	2	1.0658992683	0.57906976744186	-0.0847427633120379
PSMA2	395	1	1.0593276831635	0.431157078215902	-0.261574707044129
PSMD2	389	2	1.06530885579187	1.42070275403609	0.0840978496145986
PSMD4	406	3	1.07720043767176	1.05386740331492	-0.290465319929385
PTK2	385	2	1.25733605658381	0.291350531107739	0.0771508609153315
PTK2B	406	1	0.863573280644931	0.0182992465016146	0.0778908482405515
PTPN11	371	2	1.13189962714762	0.387218045112782	0.335395753199886
PXN	311	1	1.10310738250898	0.56393001345895	-0.0686346924709329
RAF1	376	2	1.10054990491972	0.854922279792746	0.0663848960295994
RB1	319	1	1.05509128426168	0.281914893617021	0.207570398661083
RBBP4	405	2	0.944670102245377	0.153061224489796	0.0515565201392279
RBL1	410	2	1.14870655011203	0.382716049382716	0.425423672226707
RELA	275	1	0.976454623819598	0.287301587301587	0.138214264237553
RFC5	423	0	0.748640208531103	0.0782608695652174	-0.0691613252240021
RIF1	355	2	1.28067226951352	2.12422360248447	0.285099271079564
RIPK1	401	1	0.993155493016938	0.164893617021277	0.0331750830297748
RPS27A	242	0	1.0632918383461	0.399277326106594	-0.437420121725727
RUVBL1	384	1	1.19158397545377	0.102693602693603	-0.0645103016706448
RUVBL2	377	2	1.03121218004892	0.17814371257485	-0.284106886420978
RXRA	386	0	1.03026129822243	0.730612244897959	0.017043048663969
SETDB1	371	1	0.925895121362403	0.307443365695793	0.162811157701764
SHC1	358	2	1.00098035964872	0.184084372003835	0.201284446989048
SKP1A	358	1	1.06384797929349	0.336907497684175	0.00411980249671091
SKP2	408	0	0.944720998976864	0.0371057513914657	0.0537225569992215
SMAD2	367	2	0.989981680782095	0.324074074074074	0.176634927525431
SMAD3	326	0	1.31259639572011	0.449462365591398	0.0206885183434205
SMAD4	316	2	1.16338153124393	0.375	-0.0146741216341911
SNCA	432	0	0.687068166376152	0.000365363536719035	0.112523712532404
SNRPD2	322	1	1.04546541327221	0.340989399293286	-0.408343132238162
SP1	379	0	1.06472636622413	0.218934911242604	0.256882407834516
SQSTM1	421	0	1.08233647411032	0.879155260070395	-0.16156576695281
SRC	327	0	0.951841865349169	0.0153321976149915	-0.245541258221041
SRF	415	0	1.17132869201438	0.591497227356747	0.228720567407561
SSRP1	381	0	1.02593984614969	0.214517876489707	-0.10151460768915
STAT1	403	1	0.994139714286611	0.0806060606060606	0.223258147245632
STAT3	387	0	1.13851188746091	0.371975806451613	0.470805749567737
TBP	338	0	1.0168020681306	0.144694533762058	-0.125034470211821
TP53	186	0	1.04536415348056	0.0982532751091703	-0.067272088066182
TRIM24	271	0	0.915242076637978	0.159375	0.110446573008518
TRIM28	419	0	0.897561506391074	0.264993026499303	-0.250789046192189
TUBA1	418	0	1.08961834802148	0.336907497684175	0.00411980249671091
TUBA2	416	1	1.24783902160935	0.336907497684175	0.00411980249671091
UBA52	266	1	1.051745654406	0.438073394495413	-0.33105423716363
UBB	328	0	1.05983113649254	0.868785399622404	-0.345321898460012
VAV1	393	1	0.663525487127959	0.00618556701030928	0.00732672126449819
XPO1	346	1	0.917351401903114	0.282840236686391	-0.0186459805003837
XRCC5	388	2	0.889960122367888	0.247005988023952	0.040311531880502
XRCC6	358	1	1.01581824977822	0.676124567474048	0.0183232020875372
YWHAB	329	1	1.02894239421381	0.14694236691597	0.0245362605299788
YWHAE	390	1	1.19577897937378	0.813923105636432	0.0643461561950948
YWHAH	415	1	0.979698113505384	0.059478672985782	-0.0503507853346819
YWHAQ	377	2	1.01688586483816	0.0807635829662261	0.00402566439873804
YWHAZ	345	4	0.979685610125798	0.0457011686143573	0.0582855231631071
YY1	416	2	1.02364342852479	0.292	0.238679920381371
