Gene	Connectivity.score	Relevance.score	Localisation.score	TS.score	Fc.score
LYAR	371	1	0.717553375615023	0.0691699604743083	0.0763442653308161
LYN	383	2	0.514756041554245	0.00647482014388489	0.296087002644533
MAGOH	334	1	0.96393139068428	0.193456614509246	-0.163943283635447
MAP2K1	426	1	1.10735851797697	0.409495548961424	0.016438094473807
MAP2K2	439	2	0.975370817756847	1.25405405405405	-0.310020273219698
MAP2K4	441	1	1.07491003108394	0.250620347394541	0.0571119329935197
MAP3K1	309	1	0.719512533626992	0.0396825396825397	0.1442332936159
MAP3K11	441	2	0.815018810322062	0.194774346793349	-0.0984909017590438
MAP3K14	317	0	0.937166631884648	0.336907497684175	0.174833769360265
MAP3K3	267	2	0.928608797500551	0.340236686390533	0.230667467950494
MAP3K5	443	1	0.83761323824874	0.0263713080168776	0.204977787093655
MAP3K7	370	0	0.984474292219051	0.321951219512195	0.17643749949431
MAP3K7IP1	415	0	0.877160871549025	0.336907497684175	0.00411980249671091
MAP3K7IP2	411	1	1.05256463553767	0.336907497684175	0.00411980249671091
MAP3K8	449	1	0.965334020916348	0.00973393900064893	0.343457723408736
MAPK1	376	1	0.969067233409047	0.25964252116651	0.139817352273934
MAPK14	386	1	0.988073792314843	0.225283630470016	0.11744883964373
MAPKAPK2	412	1	1.05133806561293	0.604878048780488	0.131031230410557
MCC	229	0	1.22598340405083	0.055363321799308	0.431900800313225
MDK	364	2	0.9096340121359	0.00928217821782178	-0.409940125409239
MIRN133A1	455	0	0.95358245267287	0.336907497684175	0.00411980249671091
MIRN133B	455	0	0	0.336907497684175	0.00411980249671091
MYC	167	2	0.885383771511844	0.0207197382769902	0.330781606477967
MYOD1	419	1	1.62581490078875	7.76923076923077	0.00411980249671091
MYOG	443	1	1.73456755048579	8.1025641025641	0.00411980249671091
NCBP1	321	1	1.03136700375498	0.323353293413174	0.120855986344827
NCBP2	261	1	1.00273183701289	0.36852207293666	-0.022144954924773
NCF1	436	0	0.412316777492373	0.00405092592592593	-0.214309872704156
NDRG1	391	1	0.968607781632617	0.0394900497512438	0.0428684930617924
NEDD4	433	2	1.57113514547837	0.632286995515695	0.172821421481189
NFKB2	308	1	0.87908996250682	0.0893470790378007	-0.0271516256636497
NFKBIA	377	1	1.03956970973453	0.0544176092937939	0.220557656950384
NFKBIB	372	1	0.96128415100779	0.284584980237154	-0.142971150088098
NOV	445	3	1.43778124756627	0.00236630383341221	-0.00829322993607941
NR3C1	368	3	1.08100131642026	0.352140077821012	0.108442489385346
NR4A1	441	1	1.13078295503694	0.0612505997121382	0.341384407855912
PABPC1	188	1	0.962564334915454	0.041423377767985	0.113164556084653
PAFAH1B3	417	1	0.800469405132231	0.319148936170213	-0.517009859278212
PAK1	309	1	1.09071042512869	0.367772511848341	0.12459749551207
PAK2	402	2	0.992056153765948	0.270029673590504	0.205576157292002
PCNA	340	0	0.888532779849325	0.0558139534883721	-0.187213535964967
PDPK1	426	1	0.97911635586877	0.30976430976431	0.230869533156476
PEBP1	432	2	1.08256904076553	0.180195739781232	-0.267528070530256
PHYHIP	429	1	0.926384166388246	0.0045045045045045	0.26253036700576
PIK3CG	395	1	0.590344819496641	0.00371747211895911	0.574929068270892
PIK3R1	356	0	1.12406089186112	0.307875894988067	0.182369255781227
PIN1	377	1	0.995031323174069	0.587797619047619	-0.291674379931514
PINX1	353	1	0.511315189102218	0.2	-0.190261112613281
PKN2	445	1	0.969885021108367	0.136054421768707	0.0368572998985149
PLSCR1	386	2	0.69419137529349	0.0440647482014389	0.146835842480702
PML	387	3	0.844787721397023	0.161931818181818	0.108396558807994
PNN	441	1	0.980697163609944	0.278082191780822	0.0348532775401841
POLR2B	264	1	1.07281965292236	0.505962521294719	0.205190721203617
POLR2L	243	1	1.06856896261473	0.738021638330757	-0.0673275215029343
PPP2CA	428	3	1.05715454403817	0.440401505646173	0.00531770214885584
PRKAB1	296	2	0.738141255285729	0.0899795501022495	-0.186147878891962
PRKCA	409	1	1.13805904168766	0.0950570342205323	0.323707397018348
PRKCD	424	2	0.541449882596987	0.018450184501845	-0.0879218955898363
PRKCE	437	1	0.854275891993508	0.0978260869565217	0.141232154718833
PRKCI	431	1	1.11517314875739	0.120967741935484	0.13482690435535
PRKCZ	415	1	0.440562420743374	0.00604229607250755	-0.320475441317047
PRKD1	442	1	1.27231732690985	0.0487804878048781	0.129058432479024
PSMD11	383	1	1.08917107709278	1.01330376940133	0.193543894160246
PTBP1	327	1	0.640521591423559	0.14	-0.0274005335633567
PTK2	385	2	1.25733605658381	0.291350531107739	0.0771508609153315
PTK2B	406	1	0.863573280644931	0.0182992465016146	0.0778908482405515
PTPN11	371	2	1.13189962714762	0.387218045112782	0.335395753199886
PXN	311	1	1.10310738250898	0.56393001345895	-0.0686346924709329
RAC1	377	1	1.07004002431528	0.320488118175979	-0.119079876842058
RAF1	376	2	1.10054990491972	0.854922279792746	0.0663848960295994
RARA	406	2	1.00979879074417	0.197080291970803	0.0201364237423789
RASA1	399	1	0.947122132480714	0.0279187817258883	0.0676819848178294
RB1	319	1	1.05509128426168	0.281914893617021	0.207570398661083
RELA	275	1	0.976454623819598	0.287301587301587	0.138214264237553
RELB	385	1	0.917252249337464	0.0796812749003984	0.0888119479016968
RIPK1	401	1	0.993155493016938	0.164893617021277	0.0331750830297748
RIPK2	407	1	0.690526226807084	0.00778816199376947	0.180605813062387
RIPK3	365	1	0.397135655079976	0.0464285714285714	-0.136795967712812
RNPS1	244	0	1.01486159517867	0.661167512690355	-0.261806373497873
RPL10	360	0	1.03654986226172	0.513456464379947	-0.142956589946645
RPL12	361	1	1.06429953669653	0.675294117647059	-0.426396009422118
RPL18	359	0	1.01630052221109	0.260896497353306	-0.507473783233375
RPL18A	347	1	0.36804456616709	0.610241820768136	-0.487879061520838
RPL21	360	1	1.05806970182774	0.408849557522124	-1.3315927071192
RPL22	353	1	1.06163397358498	0.218368021143046	-0.243050082214517
RPL23	352	2	1.04209560432952	0.31632417455553	-0.286926367268719
RPL23A	347	0	1.05657118158838	0.374193548387097	-0.342275666353455
RPL26	354	0	1.0514946531004	0.371700237707995	-0.373241633055614
RPL27	361	1	1.05681077672876	0.606132879045997	-0.782811568749733
RPL27A	364	1	1.01055978917496	0.56101906288972	-0.287422986793348
RPL3	343	3	1.008451463668	0.0423883105363895	-0.156288353373902
RPL30	360	1	1.06195543260171	0.3883557897877	-0.0949440278342342
RPL31	352	0	1.01542924022963	0.345974025974026	-0.334999395189236
RPL32	354	2	1.06660156539016	0.419349593495935	-0.39761596538039
RPL35A	355	1	1.03475822554656	0.258085428221566	-0.374343988643472
RPL36	349	1	1.0599178648432	0.230469572541588	-0.368483842115878
RPL38	355	1	1.05602863465074	0.773598700243704	0.24429686541605
RPL4	357	1	1.05660958290904	0.602603302175242	-0.0567349748947005
RPL5	355	1	1.05386885261309	0.181618629509448	-0.239025813040877
RPL6	358	0	1.05794983090863	0.536268829663963	-0.212773094812721
RPL7	353	2	1.04550983650783	0.254573563514558	-0.203727474836107
RPL7A	359	0	0	0.213420316868593	-0.298232761282789
RPLP0	357	1	1.05027056794549	0.378373242113265	-0.128621968384438
RPLP1	345	2	1.06920233479111	1.60385064177363	-0.678649421883489
RPLP2	358	1	1.0444308550837	0.629115430384768	-0.804962794177952
RPS10	333	0	1.03783324887669	0.324532900081235	-0.520535832202476
RPS11	326	0	1.06596921997862	0.351628264947809	-0.258749243258856
RPS12	342	0	1.06248840233167	0.293732460243218	-0.713325687309044
RPS13	338	1	1.06471387253195	0.468415529905561	-0.289535038609601
RPS14	323	0	1.03249591237581	0.398124247117536	-0.260839475033477
RPS15A	338	1	1.06158688925993	0.438584194848432	-0.515803075615316
RPS16	321	0	1.05823834359229	0.338792549775209	-0.252606662805129
RPS18	338	0	1.05826362190465	0.573041637261821	0.00411980249671091
RPS19	327	1	1.03562976945745	0.298222222222222	-0.37943828038063
RPS20	338	1	1.06814432429314	0.292547346648568	-0.499924986244911
RPS24	339	3	1.05639377681329	0.342129125861444	-0.498685752633649
RPS25	341	1	1.06124485806303	0.563118811881188	-0.545472547356215
RPS26	337	0	0.516477996619465	0.502654867256637	-0.562172204816357
RPS27	331	1	1.05273943245079	0.265393794749403	0.185667852427551
RPS27A	242	0	1.0632918383461	0.399277326106594	-0.437420121725727
RPS28	337	1	1.03895793181223	0.266260162601626	-0.196853384887073
RPS3	332	2	1.03468655475667	0.185256256496362	-0.240372915604883
RPS3A 	307	0	1.05716632370968	0.336907497684175	0.00411980249671091
RPS4X	336	0	1.06626184073742	0.248094927062922	-0.389783879111679
RPS5	338	1	1.03111692917893	0.304029304029304	-0.302018981925888
RPS6	336	0	1.05886891860362	0.221531203088141	-0.0540624226548194
RPS6KB1	448	1	1.16930756257043	0.528795811518325	0.0239553805826635
RPS7	340	0	1.03923017590615	0.289867109634551	-0.485022174914394
RPS8	336	1	1.06859946350476	0.228162291169451	-0.314303974445909
RPS9	325	1	1.06933882159464	0.407430087773015	-0.306715814356109
RXRA	386	0	1.03026129822243	0.730612244897959	0.017043048663969
SF3A1	332	1	0.940569438676667	0.322053675612602	0.280654673142938
SF3B1	328	0	1.04209457939612	0.253007518796992	0.150086282182688
SF3B3	334	0	0.996232477334817	0.279559118236473	0.127535436579984
SFRS1	318	1	1.06060806505931	0.336907497684175	0.00411980249671091
SFRS11	339	0	1.01455678432664	0.336907497684175	0.00411980249671091
SFRS3	337	1	1.02713135956847	0.336907497684175	0.00411980249671091
SFRS4	339	0	1.02557419390063	0.336907497684175	0.00411980249671091
SFRS6	339	0	1.07927693323408	0.336907497684175	0.00411980249671091
SHC1	358	2	1.00098035964872	0.184084372003835	0.201284446989048
SKP1A	358	1	1.06384797929349	0.336907497684175	0.00411980249671091
SLC25A6	366	0	0.993405317642033	0.0933499843896347	-0.191733336140196
SLC36A2	352	2	3.35905487245579	0.596006144393241	0.00411980249671091
SMAD3	326	0	1.31259639572011	0.449462365591398	0.0206885183434205
SMAD4	316	2	1.16338153124393	0.375	-0.0146741216341911
SNCA	432	0	0.687068166376152	0.000365363536719035	0.112523712532404
SNRP70	345	2	1.02347386754881	0.336907497684175	0.00411980249671091
SP1	379	0	1.06472636622413	0.218934911242604	0.256882407834516
SRC	327	0	0.951841865349169	0.0153321976149915	-0.245541258221041
SRRM1	336	0	1.04743219775289	0.397286821705426	0.112765507289185
STAT3	387	0	1.13851188746091	0.371975806451613	0.470805749567737
STAT5A	418	1	1.03591056052542	0.0930521091811414	0.0358767400612306
STAU1	417	1	1.0688976597246	0.315994798439532	0.101451988290689
STIP1	419	0	1.04495796658137	0.373245251857969	0.0807403350611582
TBK1	401	0	1.01574482335844	0.157142857142857	0.130255822305702
TGFBR1	305	2	1.17071783589286	0.0777096114519427	0.147526300222483
THBS1	425	3	1.05635864372423	0.00155189136760427	0.739170770620011
TIMM50	429	0	1.22525331625666	0.689655172413793	-0.0583608213904252
TNFRSF1A	308	2	1.08688290376247	0.17003367003367	0.0616514188023172
TNFRSF1B	347	0	0.545889586886364	0.0378310214375788	0.202378549102793
TNFSF11	446	0	0.833267952657621	0	0.0186294520645817
TNIK	375	0	1.2234445546235	0.468992248062016	0.454429715475724
TP53	186	0	1.04536415348056	0.0982532751091703	-0.067272088066182
TPR	283	0	0.99920263519512	0.181425485961123	0.278732702734602
TRADD	391	0	0.799879145792774	0.135922330097087	-0.244813079832219
TRAF1	394	1	0.75019196670879	0.0268456375838926	-0.113680714705126
TRAF2	263	0	0.870915424738377	0.166666666666667	-0.317971578805594
TRAF4	440	1	0.795044629167778	0.0138888888888889	-0.314583784051936
TRAF6	74	0	1.02296656753437	0.16793893129771	0.118240381531624
TRIM24	271	0	0.915242076637978	0.159375	0.110446573008518
TSC2	440	0	1.02979931504368	0.463362068965517	-0.143441982598414
TUBB4	408	0	0.929305805607718	0.336907497684175	0.0113030015204743
U2AF2	277	1	1.06152664974643	0.245674740484429	0.0145929945464436
UBA52	266	1	1.051745654406	0.438073394495413	-0.33105423716363
UBB	328	0	1.05983113649254	0.868785399622404	-0.345321898460012
UBQLN2	353	1	1.1298242940692	0.402203856749311	0.00254947534928546
VAV1	393	1	0.663525487127959	0.00618556701030928	0.00732672126449819
VCL	345	1	1.15339304619365	0.186542923433875	0.218474987051054
VHL	240	1	1.02756585639436	0.146907216494845	0.0578807473564137
XPO1	346	1	0.917351401903114	0.282840236686391	-0.0186459805003837
XPO5	440	1	0.380020379993198	0.227848101265823	0.208176088161442
XRCC6	358	1	1.01581824977822	0.676124567474048	0.0183232020875372
YWHAB	329	1	1.02894239421381	0.14694236691597	0.0245362605299788
YWHAE	390	1	1.19577897937378	0.813923105636432	0.0643461561950948
YWHAG	266	1	0.74810242909286	0.456569343065693	0.259699998396643
YWHAH	415	1	0.979698113505384	0.059478672985782	-0.0503507853346819
YWHAQ	377	2	1.01688586483816	0.0807635829662261	0.00402566439873804
YWHAZ	345	4	0.979685610125798	0.0457011686143573	0.0582855231631071
ZBTB16	363	2	1.26285868730544	0.641666666666667	1.05059372765916
